"ENSEMBL","gene","cluster"
"ENSG00000018625","ATP1A2","Early differentiation"
"ENSG00000156925","ZIC3","Early differentiation"
"ENSG00000130707","ASS1","Early differentiation"
"ENSG00000178035","IMPDH2","Early differentiation"
"ENSG00000136943","CTSV","Early differentiation"
"ENSG00000179059","ZFP42","Early differentiation"
"ENSG00000183765","CHEK2","Early differentiation"
"ENSG00000169679","BUB1","Early differentiation"
"ENSG00000138182","KIF20B","Early differentiation"
"ENSG00000058804","NDC1","Early differentiation"
"ENSG00000201608","RNU4-42P","Early differentiation"
"ENSG00000275549","STPG3-AS1","Early differentiation"
"ENSG00000274701",NA,"Early differentiation"
"ENSG00000280142",NA,"Early differentiation"
"ENSG00000156504","PABIR2","Early differentiation"
"ENSG00000197157","SND1","Early differentiation"
"ENSG00000279531",NA,"Early differentiation"
"ENSG00000171759","PAH","Early differentiation"
"ENSG00000261437","LINC02894","Early differentiation"
"ENSG00000185666","SYN3","Early differentiation"
"ENSG00000249532","MIR302CHG","Early differentiation"
"ENSG00000242125","SNHG3","Early differentiation"
"ENSG00000089048","ESF1","Early differentiation"
"ENSG00000175707","KDF1","Early differentiation"
"ENSG00000101347","SAMHD1","Early differentiation"
"ENSG00000060749","QSER1","Early differentiation"
"ENSG00000188282","RUFY4","Early differentiation"
"ENSG00000269893","SNHG8","Early differentiation"
"ENSG00000280780","JAKMIP2-AS1","Early differentiation"
"ENSG00000164265","SCGB3A2","Early differentiation"
"ENSG00000039068","CDH1","Early differentiation"
"ENSG00000260798",NA,"Early differentiation"
"ENSG00000182866","LCK","Early differentiation"
"ENSG00000130182","ZSCAN10","Early differentiation"
"ENSG00000147676","MAL2","Early differentiation"
"ENSG00000141384","TAF4B","Early differentiation"
"ENSG00000189398","OR7E12P","Early differentiation"
"ENSG00000157110","RBPMS","Early differentiation"
"ENSG00000132698","RAB25","Early differentiation"
"ENSG00000158769","F11R","Early differentiation"
"ENSG00000229618",NA,"Early differentiation"
"ENSG00000164626","KCNK5","Early differentiation"
"ENSG00000178105","DDX10","Early differentiation"
"ENSG00000116670","MAD2L2","Early differentiation"
"ENSG00000104332","SFRP1","Early differentiation"
"ENSG00000121570","DPPA4","Early differentiation"
"ENSG00000084636","COL16A1","Early differentiation"
"ENSG00000186838","SELENOV","Early differentiation"
"ENSG00000235688",NA,"Early differentiation"
"ENSG00000008083","JARID2","Early differentiation"
"ENSG00000164048","ZNF589","Early differentiation"
"ENSG00000115290","GRB14","Early differentiation"
"ENSG00000241002","RPL32P13","Early differentiation"
"ENSG00000117595","IRF6","Early differentiation"
"ENSG00000149418","ST14","Early differentiation"
"ENSG00000105926","PALS2","Early differentiation"
"ENSG00000080345","RIF1","Early differentiation"
"ENSG00000277200","CCDC92B","Early differentiation"
"ENSG00000153094","BCL2L11","Early differentiation"
"ENSG00000104714","ERICH1","Early differentiation"
"ENSG00000272079",NA,"Early differentiation"
"ENSG00000255717","SNHG1","Early differentiation"
"ENSG00000121207","LRAT","Early differentiation"
"ENSG00000104413","ESRP1","Early differentiation"
"ENSG00000166145","SPINT1","Early differentiation"
"ENSG00000131653","TRAF7","Early differentiation"
"ENSG00000198246","SLC29A3","Early differentiation"
"ENSG00000065882","TBC1D1","Early differentiation"
"ENSG00000075043","KCNQ2","Early differentiation"
"ENSG00000286707",NA,"Early differentiation"
"ENSG00000186716","BCR","Early differentiation"
"ENSG00000139835","GRTP1","Early differentiation"
"ENSG00000065361","ERBB3","Early differentiation"
"ENSG00000066735","KIF26A","Early differentiation"
"ENSG00000157214","STEAP2","Early differentiation"
"ENSG00000148357","HMCN2","Early differentiation"
"ENSG00000187266","EPOR","Early differentiation"
"ENSG00000224078",NA,"Early differentiation"
"ENSG00000248927",NA,"Early differentiation"
"ENSG00000183077","AFMID","Early differentiation"
"ENSG00000184428","TOP1MT","Early differentiation"
"ENSG00000196743","GM2A","Early differentiation"
"ENSG00000116260","QSOX1","Early differentiation"
"ENSG00000230623",NA,"Early differentiation"
"ENSG00000109586","GALNT7","Early differentiation"
"ENSG00000176402","GJC3","Early differentiation"
"ENSG00000141934","PLPP2","Early differentiation"
"ENSG00000137124","ALDH1B1","Early differentiation"
"ENSG00000167281","RBFOX3","Early differentiation"
"ENSG00000088992","TESC","Early differentiation"
"ENSG00000119888","EPCAM","Early differentiation"
"ENSG00000112379","ARFGEF3","Early differentiation"
"ENSG00000046604","DSG2","Early differentiation"
"ENSG00000250519",NA,"Early differentiation"
"ENSG00000112812","PRSS16","Early differentiation"
"ENSG00000137073","UBAP2","Early differentiation"
"ENSG00000267040","ATP8B1-AS1","Early differentiation"
"ENSG00000130720","FIBCD1","Early differentiation"
"ENSG00000167635","ZNF146","Early differentiation"
"ENSG00000121897","LIAS","Early differentiation"
"ENSG00000257084","MIR200CHG","Early differentiation"
"ENSG00000198042","MAK16","Early differentiation"
"ENSG00000091127","PUS7","Early differentiation"
"ENSG00000171425","ZNF581","Early differentiation"
"ENSG00000159374","M1AP","Early differentiation"
"ENSG00000146830","GIGYF1","Early differentiation"
"ENSG00000152213","ARL11","Early differentiation"
"ENSG00000085760","MTIF2","Early differentiation"
"ENSG00000159111","MRPL10","Early differentiation"
"ENSG00000204628","RACK1","Early differentiation"
"ENSG00000172809","RPL38","Early differentiation"
"ENSG00000177600","RPLP2","Early differentiation"
"ENSG00000105640","RPL18A","Early differentiation"
"ENSG00000149273","RPS3","Early differentiation"
"ENSG00000140988","RPS2","Early differentiation"
"ENSG00000104408","EIF3E","Early differentiation"
"ENSG00000142676","RPL11","Early differentiation"
"ENSG00000105373","NOP53","Early differentiation"
"ENSG00000162244","RPL29","Early differentiation"
"ENSG00000105193","RPS16","Early differentiation"
"ENSG00000166441","RPL27A","Early differentiation"
"ENSG00000161016","RPL8","Early differentiation"
"ENSG00000171858","RPS21","Early differentiation"
"ENSG00000112306","RPS12","Early differentiation"
"ENSG00000142541","RPL13A","Early differentiation"
"ENSG00000174444","RPL4","Early differentiation"
"ENSG00000173660","UQCRH","Early differentiation"
"ENSG00000213741","RPS29","Early differentiation"
"ENSG00000137154","RPS6","Early differentiation"
"ENSG00000231500","RPS18","Early differentiation"
"ENSG00000070214","SLC44A1","Early differentiation"
"ENSG00000163704","PRRT3","Early differentiation"
"ENSG00000197958","RPL12","Early differentiation"
"ENSG00000197756","RPL37A","Early differentiation"
"ENSG00000147604","RPL7","Early differentiation"
"ENSG00000122406","RPL5","Early differentiation"
"ENSG00000171863","RPS7","Early differentiation"
"ENSG00000243004",NA,"Early differentiation"
"ENSG00000261183","SPINT1-AS1","Early differentiation"
"ENSG00000086712","TXLNG","Early differentiation"
"ENSG00000215021","PHB2","Early differentiation"
"ENSG00000124523","SIRT5","Early differentiation"
"ENSG00000248152","ANK2-AS1","Early differentiation"
"ENSG00000138750","NUP54","Early differentiation"
"ENSG00000161249","DMKN","Early differentiation"
"ENSG00000232677","LINC00665","Early differentiation"
"ENSG00000057935","MTA3","Early differentiation"
"ENSG00000240563","L1TD1","Early differentiation"
"ENSG00000146530","VWDE","Early differentiation"
"ENSG00000105523","FAM83E","Early differentiation"
"ENSG00000274286","ADRA2B","Early differentiation"
"ENSG00000165983","PTER","Early differentiation"
"ENSG00000123213","NLN","Early differentiation"
"ENSG00000111640","GAPDH","Early differentiation"
"ENSG00000145833","DDX46","Early differentiation"
"ENSG00000107833","NPM3","Early differentiation"
"ENSG00000203668","CHML","Early differentiation"
"ENSG00000157992","KRTCAP3","Early differentiation"
"ENSG00000088305","DNMT3B","Early differentiation"
"ENSG00000113657","DPYSL3","Early differentiation"
"ENSG00000162490","DRAXIN","Early differentiation"
"ENSG00000111144","LTA4H","Early differentiation"
"ENSG00000149476","TKFC","Early differentiation"
"ENSG00000181392","SYNE4","Early differentiation"
"ENSG00000128040","SPINK2","Early differentiation"
"ENSG00000265574",NA,"Early differentiation"
"ENSG00000280435",NA,"Early differentiation"
"ENSG00000146955","RAB19","Early differentiation"
"ENSG00000102763","VWA8","Early differentiation"
"ENSG00000123643","SLC36A1","Early differentiation"
"ENSG00000118242","MREG","Early differentiation"
"ENSG00000020256","ZFP64","Early differentiation"
"ENSG00000134508","CABLES1","Early differentiation"
"ENSG00000248750",NA,"Early differentiation"
"ENSG00000158825","CDA","Early differentiation"
"ENSG00000182667","NTM","Early differentiation"
"ENSG00000013306","SLC25A39","Early differentiation"
"ENSG00000103067","ESRP2","Early differentiation"
"ENSG00000185156","MFSD6L","Early differentiation"
"ENSG00000123405","NFE2","Early differentiation"
"ENSG00000132330","SCLY","Early differentiation"
"ENSG00000137509","PRCP","Early differentiation"
"ENSG00000116830","TTF2","Early differentiation"
"ENSG00000133703","KRAS","Early differentiation"
"ENSG00000260459",NA,"Early differentiation"
"ENSG00000166736","HTR3A","Early differentiation"
"ENSG00000181192","DHTKD1","Early differentiation"
"ENSG00000164266","SPINK1","Early differentiation"
"ENSG00000140832","MARVELD3","Early differentiation"
"ENSG00000135750","KCNK1","Early differentiation"
"ENSG00000182107","TMEM30B","Early differentiation"
"ENSG00000010278","CD9","Early differentiation"
"ENSG00000009950","MLXIPL","Early differentiation"
"ENSG00000111752","PHC1","Early differentiation"
"ENSG00000058085","LAMC2","Early differentiation"
"ENSG00000171794","UTF1","Early differentiation"
"ENSG00000188770","OPTC","Early differentiation"
"ENSG00000119411","BSPRY","Early differentiation"
"ENSG00000105707","HPN","Early differentiation"
"ENSG00000136842","TMOD1","Early differentiation"
"ENSG00000044459","CNTLN","Early differentiation"
"ENSG00000165731","RET","Early differentiation"
"ENSG00000054179","ENTPD2","Early differentiation"
"ENSG00000106078","COBL","Early differentiation"
"ENSG00000101282","RSPO4","Early differentiation"
"ENSG00000198626","RYR2","Early differentiation"
"ENSG00000145685","LHFPL2","Early differentiation"
"ENSG00000163882","POLR2H","Early differentiation"
"ENSG00000287925",NA,"Early differentiation"
"ENSG00000185905","C16orf54","Early differentiation"
"ENSG00000259223",NA,"Early differentiation"
"ENSG00000264164",NA,"Early differentiation"
"ENSG00000138135","CH25H","Early differentiation"
"ENSG00000108091","CCDC6","Early differentiation"
"ENSG00000109861","CTSC","Early differentiation"
"ENSG00000138768","USO1","Early differentiation"
"ENSG00000260912",NA,"Early differentiation"
"ENSG00000113356","POLR3G","Early differentiation"
"ENSG00000184012","TMPRSS2","Early differentiation"
"ENSG00000043143","JADE2","Early differentiation"
"ENSG00000146904","EPHA1","Early differentiation"
"ENSG00000172197","MBOAT1","Early differentiation"
"ENSG00000185483","ROR1","Early differentiation"
"ENSG00000223949","ROR1-AS1","Early differentiation"
"ENSG00000061492","WNT8A","Early differentiation"
"ENSG00000156959","LHFPL4","Early differentiation"
"ENSG00000181896","ZNF101","Early differentiation"
"ENSG00000151224","MAT1A","Early differentiation"
"ENSG00000213988","ZNF90","Early differentiation"
"ENSG00000187720","THSD4","Early differentiation"
"ENSG00000102996","MMP15","Early differentiation"
"ENSG00000168502","MTCL1","Early differentiation"
"ENSG00000116661","FBXO2","Early differentiation"
"ENSG00000159712",NA,"Early differentiation"
"ENSG00000178718","RPP25","Early differentiation"
"ENSG00000152061","RABGAP1L","Early differentiation"
"ENSG00000076770","MBNL3","Early differentiation"
"ENSG00000080709","KCNN2","Early differentiation"
"ENSG00000163710","PCOLCE2","Early differentiation"
"ENSG00000184697","CLDN6","Early differentiation"
"ENSG00000181885","CLDN7","Early differentiation"
"ENSG00000125571","IL37","Early differentiation"
"ENSG00000164251","F2RL1","Early differentiation"
"ENSG00000185339","TCN2","Early differentiation"
"ENSG00000139364","TMEM132B","Early differentiation"
"ENSG00000163814","CDCP1","Early differentiation"
"ENSG00000154473","BUB3","Early differentiation"
"ENSG00000164142","FHIP1A","Early differentiation"
"ENSG00000008516","MMP25","Early differentiation"
"ENSG00000258593",NA,"Early differentiation"
"ENSG00000115107","STEAP3","Early differentiation"
"ENSG00000224039",NA,"Early differentiation"
"ENSG00000092345","DAZL","Early differentiation"
"ENSG00000229271",NA,"Early differentiation"
"ENSG00000143494","VASH2","Early differentiation"
"ENSG00000121057","AKAP1","Early differentiation"
"ENSG00000237289","CKMT1B","Early differentiation"
"ENSG00000198931","APRT","Early differentiation"
"ENSG00000254252","RPL7P20","Early differentiation"
"ENSG00000231698",NA,"Early differentiation"
"ENSG00000133477","FAM83F","Early differentiation"
"ENSG00000130203","APOE","Early differentiation"
"ENSG00000172819","RARG","Early differentiation"
"ENSG00000167600","CYP2S1","Early differentiation"
"ENSG00000170561","IRX2","Early differentiation"
"ENSG00000265992","ESRG","Early differentiation"
"ENSG00000147601","TERF1","Early differentiation"
"ENSG00000111319","SCNN1A","Early differentiation"
"ENSG00000152208","GRID2","Early differentiation"
"ENSG00000226792","C13orf42","Early differentiation"
"ENSG00000107521","HPS1","Early differentiation"
"ENSG00000141314","RHBDL3","Early differentiation"
"ENSG00000104112","SCG3","Early differentiation"
"ENSG00000181274","FRAT2","Early differentiation"
"ENSG00000178409","BEND3","Early differentiation"
"ENSG00000155380","SLC16A1","Early differentiation"
"ENSG00000174720","LARP7","Early differentiation"
"ENSG00000130768","SMPDL3B","Early differentiation"
"ENSG00000196371","FUT4","Early differentiation"
"ENSG00000004468","CD38","Early differentiation"
"ENSG00000260834",NA,"Early differentiation"
"ENSG00000125850","OVOL2","Early differentiation"
"ENSG00000188816","HMX2","Early differentiation"
"ENSG00000147596","PRDM14","Early differentiation"
"ENSG00000175121","WFDC5","Early differentiation"
"ENSG00000124107","SLPI","Early differentiation"
"ENSG00000204121",NA,"Early differentiation"
"ENSG00000258696",NA,"Early differentiation"
"ENSG00000095596","CYP26A1","Early differentiation"
"ENSG00000188112","C6orf132","Early differentiation"
"ENSG00000215866","LINC01356","Early differentiation"
"ENSG00000282048",NA,"Early differentiation"
"ENSG00000274652",NA,"Early differentiation"
"ENSG00000134207","SYT6","Early differentiation"
"ENSG00000131771","PPP1R1B","Early differentiation"
"ENSG00000244342","LINC00698","Early differentiation"
"ENSG00000129354","AP1M2","Early differentiation"
"ENSG00000176387","HSD11B2","Early differentiation"
"ENSG00000137460","FHDC1","Early differentiation"
"ENSG00000262152","GREP1","Early differentiation"
"ENSG00000131844","MCCC2","Early differentiation"
"ENSG00000092929","UNC13D","Early differentiation"
"ENSG00000037474","NSUN2","Early differentiation"
"ENSG00000167306","MYO5B","Early differentiation"
"ENSG00000158296","SLC13A3","Early differentiation"
"ENSG00000140835","CHST4","Early differentiation"
"ENSG00000272086",NA,"Early differentiation"
"ENSG00000128739","SNRPN","Early differentiation"
"ENSG00000116039","ATP6V1B1","Early differentiation"
"ENSG00000106538","RARRES2","Early differentiation"
"ENSG00000198930","CSAG1","Early differentiation"
"ENSG00000114767","RRP9","Early differentiation"
"ENSG00000100889","PCK2","Early differentiation"
"ENSG00000004478","FKBP4","Early differentiation"
"ENSG00000155506","LARP1","Early differentiation"
"ENSG00000147862","NFIB","Early differentiation"
"ENSG00000172216","CEBPB","Early differentiation"
"ENSG00000132274","TRIM22","Early differentiation"
"ENSG00000280511",NA,"Early differentiation"
"ENSG00000232301","LNCPRESS1","Early differentiation"
"ENSG00000104341","LAPTM4B","Early differentiation"
"ENSG00000119866","BCL11A","Early differentiation"
"ENSG00000287523",NA,"Early differentiation"
"ENSG00000244280",NA,"Early differentiation"
"ENSG00000185847","LINC01405","Early differentiation"
"ENSG00000077009","NMRK2","Early differentiation"
"ENSG00000166831","RBPMS2","Early differentiation"
"ENSG00000102096","PIM2","Early differentiation"
"ENSG00000254277",NA,"Early differentiation"
"ENSG00000280707","HPAT5","Early differentiation"
"ENSG00000241186","TDGF1","Early differentiation"
"ENSG00000228649","SNHG26","Early differentiation"
"ENSG00000069482","GAL","Early differentiation"
"ENSG00000166105","GLB1L3","Early differentiation"
"ENSG00000155846","PPARGC1B","Early differentiation"
"ENSG00000076043","REXO2","Early differentiation"
"ENSG00000096717","SIRT1","Early differentiation"
"ENSG00000067533","RRP15","Early differentiation"
"ENSG00000138100","TRIM54","Early differentiation"
"ENSG00000162377","COA7","Early differentiation"
"ENSG00000074800","ENO1","Early differentiation"
"ENSG00000167191","GPRC5B","Early differentiation"
"ENSG00000204936","CD177","Early differentiation"
"ENSG00000248131",NA,"Early differentiation"
"ENSG00000136110","CNMD","Early differentiation"
"ENSG00000102755","FLT1","Early differentiation"
"ENSG00000235750","KIAA0040","Early differentiation"
"ENSG00000249152",NA,"Early differentiation"
"ENSG00000231789","PIK3CD-AS2","Early differentiation"
"ENSG00000254934","LINC00678","Early differentiation"
"ENSG00000164591","MYOZ3","Early differentiation"
"ENSG00000187240","DYNC2H1","Ventral forebrain"
"ENSG00000110455","ACCS","Ventral forebrain"
"ENSG00000178700","DHFR2","Ventral forebrain"
"ENSG00000189157","FAM47E","Ventral forebrain"
"ENSG00000110931","CAMKK2","Ventral forebrain"
"ENSG00000111679","PTPN6","Ventral forebrain"
"ENSG00000103449","SALL1","Ventral forebrain"
"ENSG00000170703","TTLL6","Ventral forebrain"
"ENSG00000175287","PHYHD1","Ventral forebrain"
"ENSG00000170381","SEMA3E","Ventral forebrain"
"ENSG00000119523","ALG2","Ventral forebrain"
"ENSG00000174197","MGA","Ventral forebrain"
"ENSG00000109113","RAB34","Ventral forebrain"
"ENSG00000008394","MGST1","Ventral forebrain"
"ENSG00000133863","TEX15","Ventral forebrain"
"ENSG00000169062","UPF3A","Ventral forebrain"
"ENSG00000166265","CYYR1","Ventral forebrain"
"ENSG00000092421","SEMA6A","Ventral forebrain"
"ENSG00000077942","FBLN1","Ventral forebrain"
"ENSG00000131831","RAI2","Ventral forebrain"
"ENSG00000203667","COX20","Ventral forebrain"
"ENSG00000165359","INTS6L","Ventral forebrain"
"ENSG00000120158","RCL1","Ventral forebrain"
"ENSG00000131914","LIN28A","Ventral forebrain"
"ENSG00000166073","GPR176","Ventral forebrain"
"ENSG00000143469","SYT14","Ventral forebrain"
"ENSG00000223756",NA,"Ventral forebrain"
"ENSG00000138442","WDR12","Ventral forebrain"
"ENSG00000162878","PKDCC","Ventral forebrain"
"ENSG00000128928","IVD","Ventral forebrain"
"ENSG00000188158","NHS","Ventral forebrain"
"ENSG00000092051","JPH4","Ventral forebrain"
"ENSG00000101311","FERMT1","Ventral forebrain"
"ENSG00000064999","ANKS1A","Ventral forebrain"
"ENSG00000166347","CYB5A","Ventral forebrain"
"ENSG00000170264","FAM161A","Ventral forebrain"
"ENSG00000177283","FZD8","Ventral forebrain"
"ENSG00000149131","SERPING1","Ventral forebrain"
"ENSG00000138399","FASTKD1","Ventral forebrain"
"ENSG00000110660","SLC35F2","Ventral forebrain"
"ENSG00000269609","C10orf95-AS1","Ventral forebrain"
"ENSG00000205213","LGR4","Ventral forebrain"
"ENSG00000180730","SHISA2","Ventral forebrain"
"ENSG00000241839","PLEKHO2","Ventral forebrain"
"ENSG00000100941","PNN","Ventral forebrain"
"ENSG00000103356","EARS2","Ventral forebrain"
"ENSG00000115194","SLC30A3","Ventral forebrain"
"ENSG00000165029","ABCA1","Ventral forebrain"
"ENSG00000146278","PNRC1","Ventral forebrain"
"ENSG00000141655","TNFRSF11A","Ventral forebrain"
"ENSG00000104870","FCGRT","Ventral forebrain"
"ENSG00000107262","BAG1","Ventral forebrain"
"ENSG00000124570","SERPINB6","Ventral forebrain"
"ENSG00000137714","FDX1","Ventral forebrain"
"ENSG00000088727","KIF9","Ventral forebrain"
"ENSG00000115310","RTN4","Ventral forebrain"
"ENSG00000093144","ECHDC1","Ventral forebrain"
"ENSG00000046653","GPM6B","Ventral forebrain"
"ENSG00000117632","STMN1","Ventral forebrain"
"ENSG00000151575","TEX9","Ventral forebrain"
"ENSG00000075223","SEMA3C","Ventral forebrain"
"ENSG00000079819","EPB41L2","Ventral forebrain"
"ENSG00000162631","NTNG1","Ventral forebrain"
"ENSG00000183775","KCTD16","Ventral forebrain"
"ENSG00000168575","SLC20A2","Ventral forebrain"
"ENSG00000099250","NRP1","Ventral forebrain"
"ENSG00000114541","FRMD4B","Ventral forebrain"
"ENSG00000129295","DNAAF11","Ventral forebrain"
"ENSG00000151322","NPAS3","Ventral forebrain"
"ENSG00000106333","PCOLCE","Ventral forebrain"
"ENSG00000100505","TRIM9","Ventral forebrain"
"ENSG00000108947","EFNB3","Ventral forebrain"
"ENSG00000185585","OLFML2A","Ventral forebrain"
"ENSG00000167987","VPS37C","Ventral forebrain"
"ENSG00000147041","SYTL5","Ventral forebrain"
"ENSG00000248890","HHIP-AS1","Ventral forebrain"
"ENSG00000118997","DNAH7","Ventral forebrain"
"ENSG00000213625","LEPROT","Ventral forebrain"
"ENSG00000285605",NA,"Ventral forebrain"
"ENSG00000173706","HEG1","Ventral forebrain"
"ENSG00000144847","IGSF11","Ventral forebrain"
"ENSG00000163629","PTPN13","Ventral forebrain"
"ENSG00000139263","LRIG3","Ventral forebrain"
"ENSG00000133937","GSC","Ventral forebrain"
"ENSG00000197291","RAMP2-AS1","Ventral forebrain"
"ENSG00000206530","CFAP44","Ventral forebrain"
"ENSG00000162543","UBXN10","Ventral forebrain"
"ENSG00000112981","NME5","Ventral forebrain"
"ENSG00000151023","ENKUR","Ventral forebrain"
"ENSG00000270959","LPP-AS2","Ventral forebrain"
"ENSG00000134986","NREP","Ventral forebrain"
"ENSG00000135312","HTR1B","Ventral forebrain"
"ENSG00000164093","PITX2","Ventral forebrain"
"ENSG00000198945","L3MBTL3","Ventral forebrain"
"ENSG00000155085","AK9","Ventral forebrain"
"ENSG00000112706","IMPG1","Ventral forebrain"
"ENSG00000187098","MITF","Ventral forebrain"
"ENSG00000134533","RERG","Ventral forebrain"
"ENSG00000064655","EYA2","Ventral forebrain"
"ENSG00000124205","EDN3","Ventral forebrain"
"ENSG00000219253",NA,"Ventral forebrain"
"ENSG00000118271","TTR","Ventral forebrain"
"ENSG00000135842","NIBAN1","Ventral forebrain"
"ENSG00000253686","LINC01484","Ventral forebrain"
"ENSG00000242266","RN7SL456P","Ventral forebrain"
"ENSG00000127249","ATP13A4","Ventral forebrain"
"ENSG00000240567","LINC02067","Ventral forebrain"
"ENSG00000280165","PCDH20","Ventral forebrain"
"ENSG00000204104","TRAF3IP1","Ventral forebrain"
"ENSG00000119328","ABITRAM","Ventral forebrain"
"ENSG00000108406","DHX40","Ventral forebrain"
"ENSG00000056291","NPFFR2","Ventral forebrain"
"ENSG00000169245","CXCL10","Ventral forebrain"
"ENSG00000163879","DNALI1","Ventral forebrain"
"ENSG00000150773","PIH1D2","Ventral forebrain"
"ENSG00000111834","RSPH4A","Ventral forebrain"
"ENSG00000183644","HOATZ","Ventral forebrain"
"ENSG00000269113","TRABD2B","Ventral forebrain"
"ENSG00000185442","FAM174B","Ventral forebrain"
"ENSG00000164440","TXLNB","Ventral forebrain"
"ENSG00000236536",NA,"Ventral forebrain"
"ENSG00000117152","RGS4","Ventral forebrain"
"ENSG00000185860","CCDC190","Ventral forebrain"
"ENSG00000278934",NA,"Ventral forebrain"
"ENSG00000181744","DIPK2A","Ventral forebrain"
"ENSG00000172260","NEGR1","Ventral forebrain"
"ENSG00000235098","ANKRD65","Ventral forebrain"
"ENSG00000239677",NA,"Ventral forebrain"
"ENSG00000225400",NA,"Ventral forebrain"
"ENSG00000120798","NR2C1","Ventral forebrain"
"ENSG00000116977","LGALS8","Ventral forebrain"
"ENSG00000204852","TCTN1","Ventral forebrain"
"ENSG00000182255","KCNA4","Ventral forebrain"
"ENSG00000138944","SHISAL1","Ventral forebrain"
"ENSG00000170477","KRT4","Ventral forebrain"
"ENSG00000185640","KRT79","Ventral forebrain"
"ENSG00000160190","SLC37A1","Ventral forebrain"
"ENSG00000273650",NA,"Ventral forebrain"
"ENSG00000104953","TLE6","Ventral forebrain"
"ENSG00000105792","CFAP69","Ventral forebrain"
"ENSG00000147036","LANCL3","Ventral forebrain"
"ENSG00000139209","SLC38A4","Ventral forebrain"
"ENSG00000188906","LRRK2","Ventral forebrain"
"ENSG00000115896","PLCL1","Ventral forebrain"
"ENSG00000119508","NR4A3","Ventral forebrain"
"ENSG00000196542","SPTSSB","Ventral forebrain"
"ENSG00000223561","LINC03007","Ventral forebrain"
"ENSG00000271824","SMIM32","Ventral forebrain"
"ENSG00000164690","SHH","Ventral forebrain"
"ENSG00000255745",NA,"Ventral forebrain"
"ENSG00000112782","CLIC5","Ventral forebrain"
"ENSG00000170153","RNF150","Ventral forebrain"
"ENSG00000186197","EDARADD","Ventral forebrain"
"ENSG00000052126","PLEKHA5","Ventral forebrain"
"ENSG00000072133","RPS6KA6","Ventral forebrain"
"ENSG00000286020",NA,"Ventral forebrain"
"ENSG00000285205",NA,"Ventral forebrain"
"ENSG00000157502","PWWP3B","Ventral forebrain"
"ENSG00000200385",NA,"Ventral forebrain"
"ENSG00000113319","RASGRF2","Ventral forebrain"
"ENSG00000114861","FOXP1","Ventral forebrain"
"ENSG00000115380","EFEMP1","Ventral forebrain"
"ENSG00000129514","FOXA1","Ventral forebrain"
"ENSG00000139865","TTC6","Ventral forebrain"
"ENSG00000148814","LRRC27","Ventral forebrain"
"ENSG00000173218","VANGL1","Ventral forebrain"
"ENSG00000183833","CFAP91","Ventral forebrain"
"ENSG00000196338","NLGN3","Ventral forebrain"
"ENSG00000152582","SPEF2","Ventral forebrain"
"ENSG00000171811","CFAP46","Ventral forebrain"
"ENSG00000163590","PPM1L","Ventral forebrain"
"ENSG00000133216","EPHB2","Ventral forebrain"
"ENSG00000160188","RSPH1","Ventral forebrain"
"ENSG00000128655","PDE11A","Ventral forebrain"
"ENSG00000151617","EDNRA","Ventral forebrain"
"ENSG00000170962","PDGFD","Ventral forebrain"
"ENSG00000197901","SLC22A6","Ventral forebrain"
"ENSG00000188596","CFAP54","Ventral forebrain"
"ENSG00000154127","UBASH3B","Ventral forebrain"
"ENSG00000257345",NA,"Ventral forebrain"
"ENSG00000132437","DDC","Ventral forebrain"
"ENSG00000253821",NA,"Ventral forebrain"
"ENSG00000065320","NTN1","Ventral forebrain"
"ENSG00000170293","CMTM8","Ventral forebrain"
"ENSG00000183023","SLC8A1","Ventral forebrain"
"ENSG00000186047","DLEU7","Ventral forebrain"
"ENSG00000036672","USP2","Ventral forebrain"
"ENSG00000116741","RGS2","Ventral forebrain"
"ENSG00000132386","SERPINF1","Ventral forebrain"
"ENSG00000169251","NMD3","Ventral forebrain"
"ENSG00000122641","INHBA","Ventral forebrain"
"ENSG00000169242","EFNA1","Ventral forebrain"
"ENSG00000105976","MET","Ventral forebrain"
"ENSG00000260400",NA,"Ventral forebrain"
"ENSG00000164161","HHIP","Ventral forebrain"
"ENSG00000102034","ELF4","Ventral forebrain"
"ENSG00000188732","FAM221A","Ventral forebrain"
"ENSG00000154080","CHST9","Ventral forebrain"
"ENSG00000178919","FOXE1","Ventral forebrain"
"ENSG00000153551","CMTM7","Ventral forebrain"
"ENSG00000160408","ST6GALNAC6","Ventral forebrain"
"ENSG00000163536","SERPINI1","Ventral forebrain"
"ENSG00000160111","CPAMD8","Ventral forebrain"
"ENSG00000152556","PFKM","Ventral forebrain"
"ENSG00000280219",NA,"Ventral forebrain"
"ENSG00000137343","ATAT1","Ventral forebrain"
"ENSG00000235865","GSN-AS1","Ventral forebrain"
"ENSG00000272168",NA,"Ventral forebrain"
"ENSG00000123933","MXD4","Ventral forebrain"
"ENSG00000230454",NA,"Ventral forebrain"
"ENSG00000246859","STARD4-AS1","Ventral forebrain"
"ENSG00000186350","RXRA","Ventral forebrain"
"ENSG00000173914","RBM4B","Ventral forebrain"
"ENSG00000239263",NA,"Ventral forebrain"
"ENSG00000184304","PRKD1","Ventral forebrain"
"ENSG00000006042","TMEM98","Ventral forebrain"
"ENSG00000162980","ARL5A","Ventral forebrain"
"ENSG00000138670","RASGEF1B","Ventral forebrain"
"ENSG00000125354","SEPTIN6","Ventral forebrain"
