,gene,day_04_02,day_06_04,day_08_06,day_10_08,day_12_10,day_12_06,day_06_02
1607,IER2,no,no,no,no,no,UP,no
1608,JOSD2,no,no,no,no,no,DOWN,no
1609,BEND5,no,no,no,no,no,DOWN,no
1610,LRRC38,no,no,no,no,no,UP,no
1611,ALPL,no,no,no,no,no,DOWN,no
1612,WNT4,no,no,no,no,no,DOWN,no
1613,ADGRL4,no,no,no,no,no,UP,no
1614,EEIG2,no,no,no,no,no,UP,no
1615,HFM1,no,no,no,no,no,DOWN,no
1616,PEA15,no,no,no,no,no,UP,UP
1617,KLHDC9,no,no,no,no,no,DOWN,no
1618,FRZB,no,no,no,no,no,DOWN,no
1619,SPATA18,no,no,no,no,no,UP,no
1620,PDLIM5,no,no,no,no,no,UP,no
1621,CDC42EP3,no,no,no,no,no,UP,no
1622,NIPAL1,no,no,no,no,no,UP,DOWN
1623,CLDN1,no,no,no,no,no,UP,no
1624,IGFBP7,no,no,no,no,no,UP,no
1625,RPL22L1,no,no,no,no,no,DOWN,no
1626,CDS1,no,no,no,no,no,UP,no
1627,TIPARP,no,no,no,no,no,UP,no
1628,PTX3,no,no,no,no,no,UP,UP
1629,PRRT3,no,no,no,no,no,DOWN,no
1630,TM4SF18,no,no,no,no,no,UP,no
1631,CFAP100,no,no,no,no,no,UP,no
1632,S100P,no,no,no,no,no,UP,no
1633,SGMS2,no,no,no,no,no,UP,no
1634,ITGA2,no,no,no,no,no,UP,no
1635,ANKRD33B,no,no,no,no,no,UP,no
1636,CMBL,no,no,no,no,no,UP,no
1637,COL1A2,no,no,no,no,no,UP,no
1638,GPER1,no,no,no,no,no,UP,no
1639,CA3,no,no,no,no,no,UP,no
1640,TP53INP1,no,no,no,no,no,UP,no
1641,PDP1,no,no,no,no,no,UP,no
1642,FAM219A,no,no,no,no,no,UP,no
1643,TMEM65,no,no,no,no,no,UP,no
1644,ABCA1,no,no,no,no,no,DOWN,DOWN
1645,ZMAT4,no,no,no,no,no,UP,DOWN
1646,ALDH1A1,no,no,no,no,no,UP,no
1647,VEGFD,no,no,no,no,no,UP,no
1648,WNK2,no,no,no,no,no,UP,no
1649,ARMC3,no,no,no,no,no,UP,no
1650,SLC16A9,no,no,no,no,no,DOWN,no
1651,AMER2,no,no,no,no,no,UP,no
1652,FAAH2,no,no,no,no,no,DOWN,no
1653,HSPA12A,no,no,no,no,no,UP,no
1654,AMOTL1,no,no,no,no,no,UP,no
1655,GPR176,no,no,no,no,no,DOWN,DOWN
1656,ADAMTS15,no,no,no,no,no,UP,no
1657,SVOP,no,no,no,no,no,UP,no
1658,SCN3B,no,no,no,no,no,UP,no
1659,TMEM130,no,no,no,no,no,UP,UP
1660,NAB2,no,no,no,no,no,UP,no
1661,STX3,no,no,no,no,no,UP,no
1662,PRRX2,no,no,no,no,no,DOWN,no
1663,DAPK3,no,no,no,no,no,UP,no
1664,RCOR2,no,no,no,no,no,DOWN,no
1665,GHDC,no,no,no,no,no,DOWN,no
1666,TTC21A,no,no,no,no,no,UP,no
1667,PBK,no,no,no,no,no,UP,no
1668,KCNJ4,no,no,no,no,no,UP,no
1669,GNG4,no,no,no,no,no,UP,DOWN
1670,IRF2BP2,no,no,no,no,no,UP,no
1671,NT5DC2,no,no,no,no,no,DOWN,no
1672,FAM107A,no,no,no,no,no,UP,UP
1673,MFSD2A,no,no,no,no,no,UP,no
1674,BDKRB2,no,no,no,no,no,UP,no
1675,VAMP5,no,no,no,no,no,UP,no
1676,MAT2A,no,no,no,no,no,DOWN,no
1677,SLC35G2,no,no,no,no,no,UP,no
1678,STXBP6,no,no,no,no,no,UP,no
1679,ROR2,no,no,no,no,no,DOWN,no
1680,PARM1,no,no,no,no,no,UP,no
1681,PCSK9,no,no,no,no,no,UP,no
1682,THBS3,no,no,no,no,no,UP,UP
1683,STK32A,no,no,no,no,no,DOWN,no
1684,NPR1,no,no,no,no,no,UP,DOWN
1685,SDC2,no,no,no,no,no,UP,UP
1686,AGPAT2,no,no,no,no,no,UP,DOWN
1687,LDB2,no,no,no,no,no,DOWN,no
1688,LINGO1,no,no,no,no,no,DOWN,no
1689,TM4SF1,no,no,no,no,no,UP,no
1690,IFFO2,no,no,no,no,no,UP,no
1691,NSG2,no,no,no,no,no,UP,no
1692,SLC16A5,no,no,no,no,no,DOWN,no
1693,NANP,no,no,no,no,no,UP,no
1694,SEMA3E,no,no,no,no,no,DOWN,DOWN
1695,LONRF2,no,no,no,no,no,UP,no
1696,POLH,no,no,no,no,no,UP,no
1697,RPS9,no,no,no,no,no,DOWN,no
1698,NUDT6,no,no,no,no,no,DOWN,no
1699,RBKS,no,no,no,no,no,DOWN,no
1700,JUNB,no,no,no,no,no,UP,no
1701,FAM241B,no,no,no,no,no,UP,no
1702,KCND3,no,no,no,no,no,UP,UP
1703,LRRC8C,no,no,no,no,no,UP,no
1704,CXXC5,no,no,no,no,no,UP,no
1705,VAT1L,no,no,no,no,no,UP,no
1706,GATM,no,no,no,no,no,UP,no
1707,FOXB1,no,no,no,no,no,DOWN,no
1708,MAL,no,no,no,no,no,UP,no
1709,SLFN12,no,no,no,no,no,UP,no
1710,FRMD3,no,no,no,no,no,UP,no
1711,MTBP,no,no,no,no,no,DOWN,no
1712,GNG12,no,no,no,no,no,UP,no
1713,FIBP,no,no,no,no,no,DOWN,no
1714,PPP1CA,no,no,no,no,no,DOWN,no
1715,EFEMP2,no,no,no,no,no,UP,UP
1716,PDP2,no,no,no,no,no,UP,no
1717,EGFL7,no,no,no,no,no,UP,no
1718,MIR4435-2HG,no,no,no,no,no,UP,no
1719,HPSE2,no,no,no,no,no,DOWN,no
1720,RELA,no,no,no,no,no,UP,no
1721,HSPA6,no,no,no,no,no,UP,no
1722,FAM86B3P,no,no,no,no,no,UP,no
1723,TRIB1,no,no,no,no,no,UP,no
1724,DAB1,no,no,no,no,no,UP,no
1725,VEGFB,no,no,no,no,no,UP,no
1726,TNFRSF10D,no,no,no,no,no,UP,no
1727,TNFRSF10C,no,no,no,no,no,UP,no
1728,CSPG4,no,no,no,no,no,UP,DOWN
1729,PLK3,no,no,no,no,no,UP,no
1730,PIFO,no,no,no,no,no,UP,no
1731,GOLGA6L2,no,no,no,no,no,UP,no
1732,ZCCHC12,no,no,no,no,no,UP,DOWN
1733,DENND4A,no,no,no,no,no,UP,no
1734,NPAS4,no,no,no,no,no,UP,no
1735,SLC29A2,no,no,no,no,no,UP,no
1736,RIN1,no,no,no,no,no,UP,no
1737,ZIC4,no,no,no,no,no,UP,no
1738,TRAF6,no,no,no,no,no,UP,no
1739,CHST1,no,no,no,no,no,UP,no
1740,TP53I11,no,no,no,no,no,DOWN,no
1741,PHYHD1,no,no,no,no,no,DOWN,no
1742,MCTP1,no,no,no,no,no,UP,no
1743,DPP10,no,no,no,no,no,UP,no
1744,CRYBG2,no,no,no,no,no,UP,no
1745,ZNF135,no,no,no,no,no,DOWN,no
1746,B3GNT4,no,no,no,no,no,UP,no
1747,SLCO3A1,no,no,no,no,no,UP,no
1748,TMEM80,no,no,no,no,no,DOWN,no
1749,ERICH5,no,no,no,no,no,UP,no
1750,ST8SIA3,no,no,no,no,no,DOWN,no
1751,RPRM,no,no,no,no,no,DOWN,no
1752,NHLH2,no,no,no,no,no,UP,no
1753,CENPBD1P,no,no,no,no,no,DOWN,no
1754,PLEC,no,no,no,no,no,UP,DOWN
1755,GALNT11,no,no,no,no,no,UP,no
1756,KCTD12,no,no,no,no,no,UP,no
1757,DHFR2,no,no,no,no,no,DOWN,no
1758,THBD,no,no,no,no,no,UP,no
1759,ERFE,no,no,no,no,no,UP,no
1760,ZFP42,no,no,no,no,no,DOWN,DOWN
1761,HES7,no,no,no,no,no,UP,no
1762,MKRN3,no,no,no,no,no,UP,no
1763,DNHD1,no,no,no,no,no,UP,no
1764,CDC42EP4,no,no,no,no,no,UP,no
1765,CDH5,no,no,no,no,no,UP,no
1766,NRXN1,no,no,no,no,no,DOWN,no
1767,ZNF594,no,no,no,no,no,DOWN,no
1768,PCGF5,no,no,no,no,no,UP,no
1769,NQO1,no,no,no,no,no,UP,no
1770,AEN,no,no,no,no,no,UP,no
1771,SYNE4,no,no,no,no,no,DOWN,DOWN
1772,AATK,no,no,no,no,no,UP,no
1773,TMEM45A,no,no,no,no,no,DOWN,no
1774,TNFSF15,no,no,no,no,no,UP,no
1775,TNRC18,no,no,no,no,no,UP,UP
1776,FAM89A,no,no,no,no,no,UP,no
1777,TP53TG1,no,no,no,no,no,UP,no
1778,UNC5C,no,no,no,no,no,UP,no
1779,UBA7,no,no,no,no,no,UP,no
1780,SYNM,no,no,no,no,no,UP,no
1781,EPHB3,no,no,no,no,no,UP,no
1782,HS3ST4,no,no,no,no,no,UP,no
1783,PAPPA,no,no,no,no,no,UP,no
1784,DDX28,no,no,no,no,no,DOWN,no
1785,PLCXD3,no,no,no,no,no,UP,no
1786,SPATA13,no,no,no,no,no,UP,no
1787,SPNS2,no,no,no,no,no,UP,no
1788,ABAT,no,no,no,no,no,UP,no
1789,RIPPLY3,no,no,no,no,no,UP,no
1790,C2CD4C,no,no,no,no,no,UP,no
1791,GDPGP1,no,no,no,no,no,DOWN,no
1792,SYNDIG1L,no,no,no,no,no,UP,no
1793,TRIM61,no,no,no,no,no,DOWN,no
1794,TENT5C,no,no,no,no,no,UP,DOWN
1795,NOG,no,no,no,no,no,UP,no
1796,PNMA3,no,no,no,no,no,UP,no
1797,KCNH8,no,no,no,no,no,UP,no
1798,C22orf46P,no,no,no,no,no,DOWN,no
1799,PCDH9,no,no,no,no,no,UP,no
1800,ALDH1A3,no,no,no,no,no,UP,no
1801,MAML2,no,no,no,no,no,UP,no
1802,TXNRD2,no,no,no,no,no,UP,no
1803,FAM110C,no,no,no,no,no,UP,no
1804,DRD1,no,no,no,no,no,UP,no
1805,JAG2,no,no,no,no,no,UP,no
1806,FAM227A,no,no,no,no,no,UP,no
1807,ANKS1B,no,no,no,no,no,UP,no
1808,INTS5,no,no,no,no,no,DOWN,no
1809,RPS27L,no,no,no,no,no,UP,no
1810,NPY2R,no,no,no,no,no,UP,no
1811,NRBP2,no,no,no,no,no,UP,no
1812,TNFAIP2,no,no,no,no,no,UP,no
1813,PPIL6,no,no,no,no,no,UP,no
1814,GAS2L1,no,no,no,no,no,UP,UP
1815,MAPK11,no,no,no,no,no,UP,no
1816,FAM174B,no,no,no,no,no,DOWN,no
1817,ROR1,no,no,no,no,no,DOWN,DOWN
1818,LSAMP,no,no,no,no,no,UP,no
1819,AHNAK2,no,no,no,no,no,UP,no
1820,POU3F1,no,no,no,no,no,DOWN,no
1821,ZBTB3,no,no,no,no,no,DOWN,no
1822,THNSL1,no,no,no,no,no,DOWN,no
1823,KLHDC8B,no,no,no,no,no,UP,UP
1824,PTCH1,no,no,no,no,no,UP,no
1825,IRS2,no,no,no,no,no,UP,no
1826,NAP1L2,no,no,no,no,no,DOWN,no
1827,BCDIN3D,no,no,no,no,no,DOWN,no
1828,PPARA,no,no,no,no,no,UP,no
1829,SLIT1,no,no,no,no,no,UP,no
1830,ZNF286A,no,no,no,no,no,DOWN,no
1831,ISG15,no,no,no,no,no,UP,no
1832,FANCA,no,no,no,no,no,UP,no
1833,PEAR1,no,no,no,no,no,UP,no
1834,DNER,no,no,no,no,no,UP,no
1835,RINL,no,no,no,no,no,DOWN,no
1836,WNT7B,no,no,no,no,no,UP,UP
1837,NCR3LG1,no,no,no,no,no,UP,no
1838,HES4,no,no,no,no,no,UP,UP
1839,COL25A1,no,no,no,no,no,UP,no
1840,S100A16,no,no,no,no,no,UP,no
1841,PTAR1,no,no,no,no,no,UP,no
1842,BEND4,no,no,no,no,no,DOWN,DOWN
1843,LITAF,no,no,no,no,no,UP,DOWN
1844,S100A13,no,no,no,no,no,UP,no
1845,PCDH18,no,no,no,no,no,DOWN,no
1846,ALKAL2,no,no,no,no,no,UP,no
1847,KAZN,no,no,no,no,no,UP,no
1848,SH2D5,no,no,no,no,no,UP,DOWN
1849,WDSUB1,no,no,no,no,no,UP,no
1850,STK40,no,no,no,no,no,UP,no
1851,MAN2A2,no,no,no,no,no,UP,no
1852,AJAP1,no,no,no,no,no,UP,no
1853,IFT70B,no,no,no,no,no,DOWN,no
1854,ZNF33B,no,no,no,no,no,DOWN,no
1855,CD47,no,no,no,no,no,UP,no
1856,TLE1,no,no,no,no,no,DOWN,no
1857,SERTAD1,no,no,no,no,no,UP,no
1858,H4C3,no,no,no,no,no,DOWN,no
1859,GAL3ST4,no,no,no,no,no,UP,no
1860,SLC6A17,no,no,no,no,no,UP,no
1861,ZNF517,no,no,no,no,no,DOWN,no
1862,DACT3,no,no,no,no,no,UP,no
1863,ADARB1,no,no,no,no,no,UP,no
1864,VEPH1,no,no,no,no,no,UP,no
1865,IFT70A,no,no,no,no,no,DOWN,no
1866,INKA2,no,no,no,no,no,UP,DOWN
1867,CYRIA,no,no,no,no,no,UP,no
1868,S100A6,no,no,no,no,no,UP,no
1869,SOWAHC,no,no,no,no,no,UP,no
1870,PIM3,no,no,no,no,no,UP,no
1871,ITSN2,no,no,no,no,no,UP,no
1872,ZNF69,no,no,no,no,no,DOWN,no
1873,PAPSS2,no,no,no,no,no,UP,DOWN
1874,ANKRD13B,no,no,no,no,no,UP,DOWN
1875,SLC5A3,no,no,no,no,no,UP,no
1876,DENND4B,no,no,no,no,no,UP,DOWN
1877,PRMT6,no,no,no,no,no,DOWN,no
1878,L1CAM,no,no,no,no,no,UP,no
1879,POU3F3,no,no,no,no,no,UP,UP
1880,TGM2,no,no,no,no,no,UP,no
1881,RORB,no,no,no,no,no,DOWN,no
1882,INF2,no,no,no,no,no,UP,DOWN
1883,GP1BB,no,no,no,no,no,UP,no
1884,NTMT2,no,no,no,no,no,DOWN,no
1885,LINC00632,no,no,no,no,no,UP,no
1886,LAYN,no,no,no,no,no,UP,no
1887,LRRC10B,no,no,no,no,no,UP,no
1888,PCDHA4,no,no,no,no,no,DOWN,no
1889,TMEM88B,no,no,no,no,no,DOWN,no
1890,LGR4,no,no,no,no,no,DOWN,no
1891,MUC12,no,no,no,no,no,UP,no
1892,TMSB4X,no,no,no,no,no,UP,no
1893,ITPRIPL2,no,no,no,no,no,UP,UP
1894,ZDHHC11B,no,no,no,no,no,UP,no
1895,FIRRE,no,no,no,no,no,DOWN,no
1896,LBH,no,no,no,no,no,UP,no
1897,ITGA1,no,no,no,no,no,UP,no
1898,RTL10,no,no,no,no,no,UP,no
1899,MIR17HG,no,no,no,no,no,DOWN,no
1900,LINC01139,no,no,no,no,no,UP,no
1901,ATAD3C,no,no,no,no,no,UP,no
1902,NPTXR,no,no,no,no,no,UP,no
1903,FADS3,no,no,no,no,no,UP,no
1904,CYTOR,no,no,no,no,no,UP,no
1905,LINC00205,no,no,no,no,no,DOWN,no
1906,RPS10P6,no,no,no,no,no,UP,no
1907,LINC01456,no,no,no,no,no,DOWN,no
1908,CUTALP,no,no,no,no,no,DOWN,no
1909,C14orf132,no,no,no,no,no,UP,DOWN
1910,LINC02869,no,no,no,no,no,DOWN,no
1911,NPM1P30,no,no,no,no,no,UP,no
1912,LOC101927383,no,no,no,no,no,UP,no
1913,LOC124908056,no,no,no,no,no,UP,no
1914,LYRM9,no,no,no,no,no,DOWN,UP
1915,LINC00472,no,no,no,no,no,UP,no
1916,LINC02609,no,no,no,no,no,UP,UP
1917,PANTR1,no,no,no,no,no,UP,no
1918,RPS8P9,no,no,no,no,no,UP,no
1919,GIRGL,no,no,no,no,no,DOWN,no
1920,ZNF37BP,no,no,no,no,no,DOWN,no
1921,LNCTAM34A,no,no,no,no,no,UP,no
1922,TSPY26P,no,no,no,no,no,DOWN,no
1923,OLMALINC,no,no,no,no,no,UP,no
1924,MKLN1-AS,no,no,no,no,no,DOWN,no
1925,UNC5B-AS1,no,no,no,no,no,UP,DOWN
1926,RPS2P5,no,no,no,no,no,DOWN,no
1927,SUCLG2-DT,no,no,no,no,no,DOWN,no
1928,C8orf58,no,no,no,no,no,UP,no
1929,TMEM225B,no,no,no,no,no,UP,no
1930,RBM12,no,no,no,no,no,DOWN,no
1931,SCARF2,no,no,no,no,no,UP,no
1932,LOC100507053,no,no,no,no,no,DOWN,no
1933,MOCS2-DT,no,no,no,no,no,DOWN,no
1934,LINC00926,no,no,no,no,no,DOWN,no
1935,TMEM158,no,no,no,no,no,UP,no
1936,MALAT1,no,no,no,no,no,UP,no
1937,PCAT1,no,no,no,no,no,UP,no
1938,LOXL2-AS1,no,no,no,no,no,UP,no
1939,TRIL,no,no,no,no,no,DOWN,no
1940,MIRLET7IHG,no,no,no,no,no,DOWN,no
1941,INAFM1,no,no,no,no,no,UP,no
1942,LINC02207,no,no,no,no,no,UP,no
1943,PIERCE2,no,no,no,no,no,DOWN,no
1944,CCDC177,no,no,no,no,no,DOWN,no
1945,LIF-AS2,no,no,no,no,no,UP,DOWN
1946,ZNF587B,no,no,no,no,no,DOWN,no
1947,KCNQ1OT1,no,no,no,no,no,UP,no
1948,HERPUD2-AS1,no,no,no,no,no,DOWN,no
1949,LINC01138,no,no,no,no,no,DOWN,no
1950,TMEM269,no,no,no,no,no,UP,no
1951,RAB7B,no,no,no,no,no,UP,no
1952,PRNCR1,no,no,no,no,no,UP,no
1953,EXOC3L2,no,no,no,no,no,UP,no
1954,PARTICL,no,no,no,no,no,DOWN,no
1955,ICA1,no,no,no,no,no,no,DOWN
1956,SLC7A2,no,no,no,no,no,no,DOWN
1957,MCUB,no,no,no,no,no,no,UP
1958,YBX2,no,no,no,no,no,no,DOWN
1959,TKTL1,no,no,no,no,no,no,UP
1960,ADAM22,no,no,no,no,no,no,DOWN
1961,ST3GAL1,no,no,no,no,no,no,UP
1962,MRC2,no,no,no,no,no,no,UP
1963,YAF2,no,no,no,no,no,no,UP
1964,CHDH,no,no,no,no,no,no,DOWN
1965,SLC38A5,no,no,no,no,no,no,DOWN
1966,EHD2,no,no,no,no,no,no,DOWN
1967,IKZF2,no,no,no,no,no,no,UP
1968,GAB2,no,no,no,no,no,no,UP
1969,VCAN,no,no,no,no,no,no,DOWN
1970,ZIC2,no,no,no,no,no,no,DOWN
1971,DSG2,no,no,no,no,no,no,DOWN
1972,ARHGAP6,no,no,no,no,no,no,UP
1973,PPP1R3F,no,no,no,no,no,no,UP
1974,HOMER3,no,no,no,no,no,no,UP
1975,METTL24,no,no,no,no,no,no,UP
1976,AP5M1,no,no,no,no,no,no,UP
1977,KCNH2,no,no,no,no,no,no,DOWN
1978,CDK14,no,no,no,no,no,no,UP
1979,ATP2B4,no,no,no,no,no,no,DOWN
1980,STYK1,no,no,no,no,no,no,DOWN
1981,WNT8A,no,no,no,no,no,no,DOWN
1982,SPA17,no,no,no,no,no,no,UP
1983,NHERF2,no,no,no,no,no,no,UP
1984,TFE3,no,no,no,no,no,no,DOWN
1985,TESK2,no,no,no,no,no,no,DOWN
1986,EPHA8,no,no,no,no,no,no,DOWN
1987,SREBF1,no,no,no,no,no,no,DOWN
1988,STK10,no,no,no,no,no,no,DOWN
1989,ACAP1,no,no,no,no,no,no,DOWN
1990,SCARB1,no,no,no,no,no,no,DOWN
1991,ATP2A3,no,no,no,no,no,no,DOWN
1992,CA12,no,no,no,no,no,no,DOWN
1993,PAX2,no,no,no,no,no,no,DOWN
1994,GPC4,no,no,no,no,no,no,DOWN
1995,FGFR1,no,no,no,no,no,no,DOWN
1996,ITGA8,no,no,no,no,no,no,UP
1997,MAP2,no,no,no,no,no,no,UP
1998,RFX3,no,no,no,no,no,no,UP
1999,IGSF9B,no,no,no,no,no,no,DOWN
2000,EPB41L3,no,no,no,no,no,no,DOWN
2001,EFR3B,no,no,no,no,no,no,UP
2002,DDHD2,no,no,no,no,no,no,UP
2003,ALG9,no,no,no,no,no,no,UP
2004,PPP1R13B,no,no,no,no,no,no,DOWN
2005,SLC4A11,no,no,no,no,no,no,DOWN
2006,LHX5,no,no,no,no,no,no,DOWN
2007,CHGB,no,no,no,no,no,no,DOWN
2008,NOS1,no,no,no,no,no,no,DOWN
2009,FXYD5,no,no,no,no,no,no,DOWN
2010,ARHGAP4,no,no,no,no,no,no,DOWN
2011,CDV3,no,no,no,no,no,no,UP
2012,ANGPT2,no,no,no,no,no,no,UP
2013,HOOK2,no,no,no,no,no,no,DOWN
2014,NANS,no,no,no,no,no,no,DOWN
2015,MYO3A,no,no,no,no,no,no,DOWN
2016,PRTFDC1,no,no,no,no,no,no,UP
2017,EFNA2,no,no,no,no,no,no,UP
2018,LGALS1,no,no,no,no,no,no,UP
2019,CD40,no,no,no,no,no,no,DOWN
2020,HRH3,no,no,no,no,no,no,DOWN
2021,CHRNA4,no,no,no,no,no,no,DOWN
2022,CCM2L,no,no,no,no,no,no,DOWN
2023,MYL9,no,no,no,no,no,no,UP
2024,MROH8,no,no,no,no,no,no,UP
2025,JAG1,no,no,no,no,no,no,UP
2026,MID1,no,no,no,no,no,no,UP
2027,MMP15,no,no,no,no,no,no,DOWN
2028,METRN,no,no,no,no,no,no,UP
2029,TOX3,no,no,no,no,no,no,UP
2030,FZD3,no,no,no,no,no,no,UP
2031,STMN2,no,no,no,no,no,no,DOWN
2032,KCNN4,no,no,no,no,no,no,DOWN
2033,MAP4K1,no,no,no,no,no,no,DOWN
2034,PRX,no,no,no,no,no,no,DOWN
2035,TJP3,no,no,no,no,no,no,DOWN
2036,CACNG7,no,no,no,no,no,no,DOWN
2037,CADM4,no,no,no,no,no,no,UP
2038,PPP1R17,no,no,no,no,no,no,DOWN
2039,C1GALT1,no,no,no,no,no,no,DOWN
2040,TMEM106B,no,no,no,no,no,no,DOWN
2041,ZNF862,no,no,no,no,no,no,UP
2042,MEST,no,no,no,no,no,no,UP
2043,ANKMY2,no,no,no,no,no,no,UP
2044,TRIM14,no,no,no,no,no,no,DOWN
2045,TGFBR1,no,no,no,no,no,no,UP
2046,AMBP,no,no,no,no,no,no,DOWN
2047,CCDC6,no,no,no,no,no,no,DOWN
2048,ENO3,no,no,no,no,no,no,UP
2049,PMP22,no,no,no,no,no,no,UP
2050,GALNT7,no,no,no,no,no,no,DOWN
2051,PPARGC1A,no,no,no,no,no,no,UP
2052,DDX25,no,no,no,no,no,no,DOWN
2053,FZD10,no,no,no,no,no,no,UP
2054,BACH2,no,no,no,no,no,no,UP
2055,CAP2,no,no,no,no,no,no,UP
2056,ARFGEF3,no,no,no,no,no,no,DOWN
2057,TENT5A,no,no,no,no,no,no,DOWN
2058,SEMA5A,no,no,no,no,no,no,UP
2059,WWC1,no,no,no,no,no,no,DOWN
2060,MACROH2A1,no,no,no,no,no,no,UP
2061,FAM162A,no,no,no,no,no,no,DOWN
2062,BCHE,no,no,no,no,no,no,UP
2063,IFT57,no,no,no,no,no,no,UP
2064,VIPR1,no,no,no,no,no,no,DOWN
2065,SLC4A3,no,no,no,no,no,no,DOWN
2066,TFCP2L1,no,no,no,no,no,no,DOWN
2067,SLC30A3,no,no,no,no,no,no,DOWN
2068,FHL2,no,no,no,no,no,no,DOWN
2069,CEBPZ,no,no,no,no,no,no,DOWN
2070,GPX7,no,no,no,no,no,no,UP
2071,ADGRL2,no,no,no,no,no,no,UP
2072,KIF17,no,no,no,no,no,no,DOWN
2073,ID3,no,no,no,no,no,no,UP
2074,ARTN,no,no,no,no,no,no,DOWN
2075,FAAH,no,no,no,no,no,no,DOWN
2076,PLPPR5,no,no,no,no,no,no,DOWN
2077,MAN1C1,no,no,no,no,no,no,DOWN
2078,POLR1G,no,no,no,no,no,no,DOWN
2079,SLC8A2,no,no,no,no,no,no,DOWN
2080,TNFAIP3,no,no,no,no,no,no,UP
2081,PCDH17,no,no,no,no,no,no,UP
2082,TEK,no,no,no,no,no,no,UP
2083,TNFSF11,no,no,no,no,no,no,DOWN
2084,CRISPLD1,no,no,no,no,no,no,UP
2085,TMEM131L,no,no,no,no,no,no,DOWN
2086,DEPDC7,no,no,no,no,no,no,DOWN
2087,SERAC1,no,no,no,no,no,no,DOWN
2088,EEPD1,no,no,no,no,no,no,DOWN
2089,FKBP9,no,no,no,no,no,no,UP
2090,NECAB1,no,no,no,no,no,no,DOWN
2091,NCKAP1L,no,no,no,no,no,no,UP
2092,RAB9B,no,no,no,no,no,no,UP
2093,KCNJ2,no,no,no,no,no,no,UP
2094,CTCFL,no,no,no,no,no,no,DOWN
2095,PTGIS,no,no,no,no,no,no,UP
2096,PAIP2B,no,no,no,no,no,no,DOWN
2097,PACSIN1,no,no,no,no,no,no,DOWN
2098,COL21A1,no,no,no,no,no,no,DOWN
2099,SOX4,no,no,no,no,no,no,UP
2100,MT1G,no,no,no,no,no,no,DOWN
2101,BMP4,no,no,no,no,no,no,UP
2102,GRIA3,no,no,no,no,no,no,UP
2103,RRBP1,no,no,no,no,no,no,DOWN
2104,BMP2,no,no,no,no,no,no,UP
2105,RRAS,no,no,no,no,no,no,UP
2106,FGFRL1,no,no,no,no,no,no,UP
2107,SYNGR3,no,no,no,no,no,no,DOWN
2108,VIL1,no,no,no,no,no,no,DOWN
2109,SPINK2,no,no,no,no,no,no,DOWN
2110,SDF2L1,no,no,no,no,no,no,DOWN
2111,MGAT3,no,no,no,no,no,no,UP
2112,CCDC136,no,no,no,no,no,no,UP
2113,PALLD,no,no,no,no,no,no,UP
2114,RHBDF2,no,no,no,no,no,no,DOWN
2115,APOC1,no,no,no,no,no,no,DOWN
2116,ATP8B3,no,no,no,no,no,no,DOWN
2117,ZSWIM6,no,no,no,no,no,no,UP
2118,FIBCD1,no,no,no,no,no,no,DOWN
2119,IDO1,no,no,no,no,no,no,DOWN
2120,TRAF3,no,no,no,no,no,no,UP
2121,PCBD2,no,no,no,no,no,no,DOWN
2122,HSPA12B,no,no,no,no,no,no,DOWN
2123,NES,no,no,no,no,no,no,UP
2124,RBM38,no,no,no,no,no,no,DOWN
2125,ATP8A2,no,no,no,no,no,no,DOWN
2126,WASF3,no,no,no,no,no,no,UP
2127,PIK3C2B,no,no,no,no,no,no,UP
2128,TBC1D8B,no,no,no,no,no,no,DOWN
2129,C1QTNF6,no,no,no,no,no,no,UP
2130,MYCN,no,no,no,no,no,no,DOWN
2131,IAH1,no,no,no,no,no,no,UP
2132,NAV1,no,no,no,no,no,no,UP
2133,ECHDC3,no,no,no,no,no,no,DOWN
2134,BICDL1,no,no,no,no,no,no,DOWN
2135,CCDC146,no,no,no,no,no,no,UP
2136,MDFIC,no,no,no,no,no,no,UP
2137,ANKRD6,no,no,no,no,no,no,UP
2138,PRRG4,no,no,no,no,no,no,DOWN
2139,TEC,no,no,no,no,no,no,DOWN
2140,NIBAN1,no,no,no,no,no,no,DOWN
2141,USP44,no,no,no,no,no,no,DOWN
2142,AOAH,no,no,no,no,no,no,UP
2143,DGKB,no,no,no,no,no,no,UP
2144,RSAD1,no,no,no,no,no,no,DOWN
2145,CTSV,no,no,no,no,no,no,DOWN
2146,TMEM8B,no,no,no,no,no,no,UP
2147,ALDH1B1,no,no,no,no,no,no,DOWN
2148,FOXP4,no,no,no,no,no,no,UP
2149,TUBB2A,no,no,no,no,no,no,UP
2150,TUBB2B,no,no,no,no,no,no,UP
2151,FHDC1,no,no,no,no,no,no,DOWN
2152,MYO7A,no,no,no,no,no,no,DOWN
2153,SYTL2,no,no,no,no,no,no,UP
2154,PAK6,no,no,no,no,no,no,DOWN
2155,DUOX1,no,no,no,no,no,no,DOWN
2156,STRA6,no,no,no,no,no,no,DOWN
2157,TRIM54,no,no,no,no,no,no,DOWN
2158,AOX1,no,no,no,no,no,no,DOWN
2159,CDK15,no,no,no,no,no,no,DOWN
2160,ENPEP,no,no,no,no,no,no,UP
2161,SLC38A4,no,no,no,no,no,no,UP
2162,GAS2L3,no,no,no,no,no,no,UP
2163,MAP3K12,no,no,no,no,no,no,DOWN
