"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene","EN","is_DE","is_highly_DE","FCsign"
"ENSG00000259286",1.02295912532718,-0.165611049079189,0.737355351666056,-0.224601406506361,0.822289370610044,0.870089292872682,NA,"ENSG00000259286",FALSE,FALSE,"neg"
"ENSG00000259291",32.8363760244514,-0.0912387656538654,0.185455413620069,-0.491971433310545,0.622739538338612,0.71006109430638,"ZNF710-AS1","ENSG00000259291",FALSE,FALSE,"neg"
"ENSG00000259305",4.9593145633109,1.61877862301097,0.372782100045801,4.34242583753909,1.40918060902595e-05,7.16017161864504e-05,"ZHX1-C8orf76","ENSG00000259305",TRUE,FALSE,"pos"
"ENSG00000259306",1.70929299093326,0.429907232892866,0.585445841276314,0.734324514041533,0.462750980818924,0.567133020550209,NA,"ENSG00000259306",FALSE,FALSE,"pos"
"ENSG00000259315",0.929197045067759,-0.18740479398278,0.791597487755026,-0.236742532513917,0.812856536563493,0.862888740291242,"ACTG1P17","ENSG00000259315",FALSE,FALSE,"neg"
"ENSG00000259319",1.18101642916499,-1.11177062647837,0.745837295863702,-1.49063426117745,0.136057544080778,0.212952987533173,NA,"ENSG00000259319",FALSE,FALSE,"neg"
"ENSG00000259321",1.56266775547071,0.311191775495022,0.550181847624517,0.565616217326388,0.571654700993472,0.666415281337117,NA,"ENSG00000259321",FALSE,FALSE,"pos"
"ENSG00000259322",0.826104382359645,0.527434912480447,0.748111230717655,0.705022048625689,0.480796515010247,0.584457168794487,NA,"ENSG00000259322",FALSE,FALSE,"pos"
"ENSG00000259330",33.5057238669245,-0.604403347847687,0.148700322680059,-4.06457320975765,4.81204333737159e-05,0.000213738760844891,"INAFM2","ENSG00000259330",FALSE,FALSE,"neg"
"ENSG00000259343",1.04510132275407,0.365769898135783,0.647323662704077,0.56504947866087,0.572040110458188,0.666692905154287,NA,"ENSG00000259343",FALSE,FALSE,"pos"
