"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0042698","GO:0042698","ovulation cycle","7/362","77/20772",0.000389045903757055,0.0191462457435639,0.0169815124306588,"ENSG00000132386/ENSG00000092445/ENSG00000122641/ENSG00000108984/ENSG00000170820/ENSG00000110492/ENSG00000134853",7
"GO:0021953","GO:0021953","central nervous system neuron differentiation","11/362","186/20772",0.000438599964962641,0.0210242581334295,0.0186471909751931,"ENSG00000170381/ENSG00000164690/ENSG00000122641/ENSG00000182704/ENSG00000133216/ENSG00000185920/ENSG00000136352/ENSG00000204852/ENSG00000124766/ENSG00000114315/ENSG00000127152",11
"GO:0048754","GO:0048754","branching morphogenesis of an epithelial tube","11/362","186/20772",0.000438599964962641,0.0210242581334295,0.0186471909751931,"ENSG00000129514/ENSG00000170381/ENSG00000164161/ENSG00000103449/ENSG00000104313/ENSG00000164690/ENSG00000185920/ENSG00000070193/ENSG00000075275/ENSG00000136352/ENSG00000110492",11
"GO:0048709","GO:0048709","oligodendrocyte differentiation","8/362","103/20772",0.000444294807479682,0.0210242581334295,0.0186471909751931,"ENSG00000164690/ENSG00000141736/ENSG00000136352/ENSG00000006042/ENSG00000110492/ENSG00000124920/ENSG00000114315/ENSG00000149256",8
"GO:0061138","GO:0061138","morphogenesis of a branching epithelium","12/362","218/20772",0.00046730450722615,0.0216058756287108,0.0191630490111909,"ENSG00000163251/ENSG00000129514/ENSG00000170381/ENSG00000164161/ENSG00000103449/ENSG00000104313/ENSG00000164690/ENSG00000185920/ENSG00000070193/ENSG00000075275/ENSG00000136352/ENSG00000110492",12
"GO:0034446","GO:0034446","substrate adhesion-dependent cell spreading","8/362","104/20772",0.000474146823604869,0.0216058756287108,0.0191630490111909,"ENSG00000077942/ENSG00000092445/ENSG00000150760/ENSG00000124126/ENSG00000169242/ENSG00000110492/ENSG00000107104/ENSG00000173517",8
"GO:0060993","GO:0060993","kidney morphogenesis","8/362","104/20772",0.000474146823604869,0.0216058756287108,0.0191630490111909,"ENSG00000103449/ENSG00000104313/ENSG00000164690/ENSG00000188906/ENSG00000185920/ENSG00000070193/ENSG00000124766/ENSG00000114315",8
"GO:0035265","GO:0035265","organ growth","11/362","191/20772",0.00054817840600342,0.024436756347773,0.0216738616668066,"ENSG00000116741/ENSG00000114861/ENSG00000111087/ENSG00000068885/ENSG00000164690/ENSG00000182704/ENSG00000181744/ENSG00000070193/ENSG00000117152/ENSG00000149256/ENSG00000173706",11
"GO:0001755","GO:0001755","neural crest cell migration","6/362","59/20772",0.00055613317074314,0.024436756347773,0.0216738616668066,"ENSG00000092421/ENSG00000170381/ENSG00000164690/ENSG00000185033/ENSG00000124205/ENSG00000164093",6
"GO:0060632","GO:0060632","regulation of microtubule-based movement","6/362","59/20772",0.00055613317074314,0.024436756347773,0.0216738616668066,"ENSG00000105792/ENSG00000170703/ENSG00000197748/ENSG00000111834/ENSG00000154099/ENSG00000088727",6
"GO:0044557","GO:0044557","relaxation of smooth muscle","3/362","10/20772",0.00057512067911943,0.0246833770538351,0.0218925986788424,"ENSG00000116741/ENSG00000183023/ENSG00000185532",3
"GO:0060430","GO:0060430","lung saccule development","3/362","10/20772",0.00057512067911943,0.0246833770538351,0.0218925986788424,"ENSG00000129514/ENSG00000070193/ENSG00000136352",3
"GO:0021532","GO:0021532","neural tube patterning","5/362","40/20772",0.000623268524779192,0.026442346263908,0.0234526934308928,"ENSG00000129514/ENSG00000164690/ENSG00000185920/ENSG00000204852/ENSG00000114315",5
"GO:0055123","GO:0055123","digestive system development","10/362","165/20772",0.00065450159997599,0.0274518796080838,0.0243480858364274,"ENSG00000163251/ENSG00000103449/ENSG00000111087/ENSG00000178919/ENSG00000164690/ENSG00000162878/ENSG00000070193/ENSG00000154099/ENSG00000114315/ENSG00000134853",10
"GO:0003351","GO:0003351","epithelial cilium movement involved in extracellular fluid movement","5/362","41/20772",0.000699805965900035,0.0289988314407093,0.0257201345465089,"ENSG00000152582/ENSG00000112981/ENSG00000197748/ENSG00000154099/ENSG00000188596",5
"GO:0048863","GO:0048863","stem cell differentiation","13/362","261/20772",0.000707096946535854,0.0289988314407093,0.0257201345465089,"ENSG00000092421/ENSG00000129514/ENSG00000170381/ENSG00000164690/ENSG00000185033/ENSG00000124205/ENSG00000088836/ENSG00000124813/ENSG00000163376/ENSG00000164093/ENSG00000162998/ENSG00000114315/ENSG00000134853",13
"GO:0090497","GO:0090497","mesenchymal cell migration","6/362","62/20772",0.000726321358618838,0.0290321350854552,0.0257496727789547,"ENSG00000092421/ENSG00000170381/ENSG00000164690/ENSG00000185033/ENSG00000124205/ENSG00000164093",6
"GO:0021756","GO:0021756","striatum development","4/362","24/20772",0.000731505977498601,0.0290321350854552,0.0257496727789547,"ENSG00000114861/ENSG00000188906/ENSG00000122641/ENSG00000127152",4
"GO:0021904","GO:0021904","dorsal/ventral neural tube patterning","4/362","24/20772",0.000731505977498601,0.0290321350854552,0.0257496727789547,"ENSG00000129514/ENSG00000164690/ENSG00000185920/ENSG00000204852",4
"GO:0001822","GO:0001822","kidney development","15/362","331/20772",0.000753625837060479,0.0295918400488322,0.0262460957811656,"ENSG00000132386/ENSG00000150893/ENSG00000103449/ENSG00000104313/ENSG00000170962/ENSG00000164690/ENSG00000188906/ENSG00000185920/ENSG00000070193/ENSG00000204104/ENSG00000032742/ENSG00000197410/ENSG00000124766/ENSG00000114315/ENSG00000134853",15
"GO:0060601","GO:0060601","lateral sprouting from an epithelium","3/362","11/20772",0.00078059976110504,0.0299728863723281,0.0265840598377107,"ENSG00000164690/ENSG00000070193/ENSG00000075275",3
"GO:0097104","GO:0097104","postsynaptic membrane assembly","3/362","11/20772",0.00078059976110504,0.0299728863723281,0.0265840598377107,"ENSG00000165246/ENSG00000133216/ENSG00000196338",3
"GO:0031644","GO:0031644","regulation of nervous system process","10/362","169/20772",0.000787691676541812,0.0299728863723281,0.0265840598377107,"ENSG00000188906/ENSG00000144847/ENSG00000163377/ENSG00000196338/ENSG00000164687/ENSG00000116329/ENSG00000006042/ENSG00000124920/ENSG00000117152/ENSG00000149256",10
"GO:0051961","GO:0051961","negative regulation of nervous system development","10/362","173/20772",0.000942425206698422,0.03549481059106,0.0314816583548023,"ENSG00000092421/ENSG00000170381/ENSG00000185033/ENSG00000133216/ENSG00000065320/ENSG00000177169/ENSG00000115310/ENSG00000006042/ENSG00000114315/ENSG00000163629",10
"GO:0006858","GO:0006858","extracellular transport","5/362","44/20772",0.000971801102452292,0.0355583645805739,0.0315380267351837,"ENSG00000152582/ENSG00000112981/ENSG00000197748/ENSG00000154099/ENSG00000188596",5
"GO:0048713","GO:0048713","regulation of oligodendrocyte differentiation","5/362","44/20772",0.000971801102452292,0.0355583645805739,0.0315380267351837,"ENSG00000164690/ENSG00000006042/ENSG00000110492/ENSG00000114315/ENSG00000149256",5
"GO:0002062","GO:0002062","chondrocyte differentiation","8/362","116/20772",0.000976897763797041,0.0355583645805739,0.0315380267351837,"ENSG00000115380/ENSG00000068885/ENSG00000170891/ENSG00000124813/ENSG00000182704/ENSG00000162878/ENSG00000120708/ENSG00000110492",8
"GO:0048839","GO:0048839","inner ear development","11/362","205/20772",0.000982647842649292,0.0355583645805739,0.0315380267351837,"ENSG00000150893/ENSG00000104313/ENSG00000170891/ENSG00000164690/ENSG00000182704/ENSG00000133216/ENSG00000065320/ENSG00000070193/ENSG00000032742/ENSG00000162998/ENSG00000114315",11
"GO:2000647","GO:2000647","negative regulation of stem cell proliferation","4/362","26/20772",0.00100130718294721,0.0358817942937686,0.0318248884922415,"ENSG00000077942/ENSG00000185920/ENSG00000070193/ENSG00000101311",4
"GO:0021879","GO:0021879","forebrain neuron differentiation","5/362","45/20772",0.00107785833648011,0.0382536069225776,0.0339285367049912,"ENSG00000170381/ENSG00000122641/ENSG00000136352/ENSG00000114315/ENSG00000127152",5
"GO:0042060","GO:0042060","wound healing","19/362","495/20772",0.00118174155151648,0.0415410292061651,0.0368442729344989,"ENSG00000077942/ENSG00000125798/ENSG00000092445/ENSG00000164007/ENSG00000164690/ENSG00000182704/ENSG00000133216/ENSG00000111679/ENSG00000274588/ENSG00000070193/ENSG00000149131/ENSG00000141736/ENSG00000157680/ENSG00000101311/ENSG00000001561/ENSG00000185532/ENSG00000124193/ENSG00000107104/ENSG00000134853",19
"GO:0042073","GO:0042073","intraciliary transport","5/362","47/20772",0.00131539403493957,0.0451814132885847,0.0400730640184513,"ENSG00000068885/ENSG00000118965/ENSG00000196659/ENSG00000204104/ENSG00000032742",5
"GO:0060174","GO:0060174","limb bud formation","3/362","13/20772",0.00131843472780439,0.0451814132885847,0.0400730640184513,"ENSG00000164690/ENSG00000070193/ENSG00000124766",3
"GO:0060479","GO:0060479","lung cell differentiation","4/362","28/20772",0.00133426552382978,0.0451814132885847,0.0400730640184513,"ENSG00000129514/ENSG00000070193/ENSG00000151090/ENSG00000136352",4
"GO:0060487","GO:0060487","lung epithelial cell differentiation","4/362","28/20772",0.00133426552382978,0.0451814132885847,0.0400730640184513,"ENSG00000129514/ENSG00000070193/ENSG00000151090/ENSG00000136352",4
"GO:0055017","GO:0055017","cardiac muscle tissue growth","7/362","95/20772",0.00136954512751561,0.0459544642332737,0.0407587114504645,"ENSG00000116741/ENSG00000114861/ENSG00000111087/ENSG00000181744/ENSG00000117152/ENSG00000149256/ENSG00000173706",7
"GO:0009798","GO:0009798","axis specification","7/362","96/20772",0.00145561180197364,0.0484023708205828,0.0429298502051968,"ENSG00000125798/ENSG00000163251/ENSG00000164690/ENSG00000164093/ENSG00000185920/ENSG00000070193/ENSG00000138083",7
"GO:0030193","GO:0030193","regulation of blood coagulation","6/362","71/20772",0.00148461309103304,0.0488776787895502,0.0433514183962416,"ENSG00000125798/ENSG00000133216/ENSG00000149131/ENSG00000001561/ENSG00000185532/ENSG00000134853",6
"GO:0007286","GO:0007286","spermatid development","11/362","216/20772",0.00149639059962589,0.0488776787895502,0.0433514183962416,"ENSG00000111087/ENSG00000160188/ENSG00000105792/ENSG00000181378/ENSG00000206530/ENSG00000152582/ENSG00000185920/ENSG00000112981/ENSG00000197748/ENSG00000188596/ENSG00000179397",11
"GO:0030878","GO:0030878","thyroid gland development","4/362","29/20772",0.00152669292954274,0.0488896963290178,0.0433620771958093,"ENSG00000178919/ENSG00000164690/ENSG00000070193/ENSG00000136352",4
"GO:0099111","GO:0099111","microtubule-based transport","11/362","217/20772",0.00155234836533206,0.0488896963290178,0.0433620771958093,"ENSG00000068885/ENSG00000118965/ENSG00000152582/ENSG00000196659/ENSG00000204104/ENSG00000112981/ENSG00000032742/ENSG00000197748/ENSG00000154099/ENSG00000151746/ENSG00000188596",11
"GO:0001558","GO:0001558","regulation of cell growth","18/362","469/20772",0.00158056275691005,0.0488896963290178,0.0433620771958093,"ENSG00000092421/ENSG00000170381/ENSG00000116741/ENSG00000114861/ENSG00000185033/ENSG00000134533/ENSG00000122641/ENSG00000147654/ENSG00000065320/ENSG00000146678/ENSG00000177169/ENSG00000213066/ENSG00000115310/ENSG00000141736/ENSG00000162998/ENSG00000019485/ENSG00000117152/ENSG00000056736",18
"GO:0048588","GO:0048588","developmental cell growth","12/362","251/20772",0.00158910392317906,0.0488896963290178,0.0433620771958093,"ENSG00000092421/ENSG00000170381/ENSG00000116741/ENSG00000114861/ENSG00000185033/ENSG00000124205/ENSG00000196338/ENSG00000065320/ENSG00000177169/ENSG00000115310/ENSG00000117152/ENSG00000185532",12
"GO:0030517","GO:0030517","negative regulation of axon extension","5/362","49/20772",0.00158947807084317,0.0488896963290178,0.0433620771958093,"ENSG00000092421/ENSG00000170381/ENSG00000185033/ENSG00000065320/ENSG00000115310",5
"GO:0048538","GO:0048538","thymus development","5/362","49/20772",0.00158947807084317,0.0488896963290178,0.0433620771958093,"ENSG00000178919/ENSG00000164690/ENSG00000070193/ENSG00000114315/ENSG00000127152",5
"GO:0048566","GO:0048566","embryonic digestive tract development","5/362","49/20772",0.00158947807084317,0.0488896963290178,0.0433620771958093,"ENSG00000103449/ENSG00000164690/ENSG00000162878/ENSG00000070193/ENSG00000134853",5
