"","genes","state"
"504","RLN2","Het_Hom_DE"
"505","DOCK8","Het_Hom_DE"
"506","KANK1","Het_Hom_DE"
"507","RGP1","Het_Hom_DE"
"508","PIP5K1B","common"
"509","GLIS3","Het_Hom_DE"
"510","SHB","Het_Hom_DE"
"511","GATA3","Het_Hom_DE"
"512","RASSF4","Het_Hom_DE"
"513","CXCL12","Het_Hom_DE"
"514","PLEKHA1","Het_Hom_DE"
"515","UNC5B","Het_Hom_DE"
"516","CDH23","Het_Hom_DE"
"517","SPOCK2","Het_Hom_DE"
"518","FBXW4","Het_Hom_DE"
"519","FGF8","common"
"520","NPM3","Het_Hom_DE"
"521","ANKRD26","Het_Hom_DE"
"522","STN1","Het_Hom_DE"
"523","DKK1","Het_Hom_DE"
"524","EBF3","Het_Hom_DE"
"525","SORCS1","common"
"526","PBLD","Het_Hom_DE"
"527","LGI1","common"
"528","UBTF","Het_Hom_DE"
"529","PNPO","Het_Hom_DE"
"530","PIGL","Het_Hom_DE"
"531","NUP88","Het_Hom_DE"
"532","B9D1","Het_Hom_DE"
"533","ASIC2","Het_Hom_DE"
"534","HSD17B1","Het_Hom_DE"
"535","CNTNAP1","Het_Hom_DE"
"536","EZH1","Het_Hom_DE"
"537","COL1A1","Het_Hom_DE"
"538","RND2","Het_Hom_DE"
"539","HDAC5","Het_Hom_DE"
"540","EFNB3","Het_Hom_DE"
"541","WSB1","Het_Hom_DE"
"542","NHERF1","Het_Hom_DE"
"543","NAT9","Het_Hom_DE"
"544","VTN","Het_Hom_DE"
"545","NMU","common"
"546","NFKB1","Het_Hom_DE"
"547","MAPK10","Het_Hom_DE"
"548","INPP4B","Het_Hom_DE"
"549","RPL34","Het_Hom_DE"
"550","FBXW7","Het_Hom_DE"
"551","LRP2BP","Het_Hom_DE"
"552","KLHL5","Het_Hom_DE"
"553","ELP4","Het_Hom_DE"
"554","FNBP4","Het_Hom_DE"
"555","B3GAT1","Het_Hom_DE"
"556","UNC93B1","Het_Hom_DE"
"557","NRXN2","Het_Hom_DE"
"558","CCND1","Het_Hom_DE"
"559","CCKBR","Het_Hom_DE"
"560","COMMD9","Het_Hom_DE"
"561","SLC15A3","Het_Hom_DE"
"562","ELMOD1","Het_Hom_DE"
"563","SOX6","Het_Hom_DE"
"564","RPS13","Het_Hom_DE"
"565","TCIRG1","Het_Hom_DE"
"566","CHKA","Het_Hom_DE"
"567","PTPN5","Het_Hom_DE"
"568","MVK","Het_Hom_DE"
"569","CAMKK2","Het_Hom_DE"
"570","RSRC2","Het_Hom_DE"
"571","GLI1","common"
"572","ELK3","Het_Hom_DE"
"573","WNT5B","common"
"574","MAGOHB","Het_Hom_DE"
"575","TRPV4","Het_Hom_DE"
"576","PARP11","Het_Hom_DE"
"577","VPS29","Het_Hom_DE"
"578","TPI1","Het_Hom_DE"
"579","ENO2","Het_Hom_DE"
"580","C12orf57","Het_Hom_DE"
"581","RFX4","common"
"582","SRSF9","Het_Hom_DE"
"583","BTN3A3","Het_Hom_DE"
"584","RSPH4A","common"
"585","GCNT2","Het_Hom_DE"
"586","MCM9","Het_Hom_DE"
"587","FAM184A","Het_Hom_DE"
"588","MAN1A1","Het_Hom_DE"
"589","RIPOR2","Het_Hom_DE"
"590","SRSF3","Het_Hom_DE"
"591","MDGA1","Het_Hom_DE"
"592","CD83","Het_Hom_DE"
"593","SIM1","Het_Hom_DE"
"594","ASCC3","Het_Hom_DE"
"595","RPS12","Het_Hom_DE"
"596","B3GAT2","Het_Hom_DE"
"597","GMNN","Het_Hom_DE"
"598","EYA4","common"
"599","SOBP","Het_Hom_DE"
"600","ZBTB24","Het_Hom_DE"
"601","ARFGEF3","Het_Hom_DE"
"602","HECA","Het_Hom_DE"
"603","ADGRG6","Het_Hom_DE"
"604","EPM2A","Het_Hom_DE"
"605","PACRG","Het_Hom_DE"
"606","C6orf118","Het_Hom_DE"
"607","MDFI","Het_Hom_DE"
"608","GUCA1B","Het_Hom_DE"
"609","EXOC2","Het_Hom_DE"
"610","GMDS","Het_Hom_DE"
"611","VEGFA","Het_Hom_DE"
"612","CLIC5","Het_Hom_DE"
"613","TBX18","Het_Hom_DE"
"614","NME5","Het_Hom_DE"
"615","HBEGF","Het_Hom_DE"
"616","THBS4","Het_Hom_DE"
"617","RASGRF2","Het_Hom_DE"
"618","CCNG1","Het_Hom_DE"
"619","POLR3G","Het_Hom_DE"
"620","NPR3","Het_Hom_DE"
"621","FAM172A","Het_Hom_DE"
"622","NR3C1","Het_Hom_DE"
"623","LIFR","Het_Hom_DE"
